"Name","Color","Rarity","# Seen","ALSA","# Picked","ATA","# GP","% GP","GP WR","# OH","OH WR","# GD","GD WR","# GIH","GIH WR","# GNS","GNS WR","IWD"
"Blazemire Verge","","R","53582","4.25","8550","6.17","25611","49.9%","53.3%","4629","53.7%","6120","55.1%","10749","54.5%","14824","52.5%","2.0pp"
"Mirror Room // Fractured Realm","U","M","12911","2.48","4725","2.64","22908","81.2%","53.3%","3754","50.9%","6270","58.1%","10024","55.4%","12766","51.6%","3.8pp"
"Fear of Impostors","U","U","122592","4.57","20232","6.27","84055","69.8%","53.3%","13791","51.5%","21849","55.4%","35640","53.9%","48415","52.8%","1.0pp"
"Cathartic Parting","G","U","146350","5.47","24919","7.48","86569","58.3%","53.2%","14132","51.3%","21306","55.8%","35438","54.0%","51197","52.7%","1.3pp"
"Winter's Intervention","B","C","367155","5.69","49499","8.17","179928","60.9%","53.2%","31511","53.8%","44984","55.7%","76495","54.9%","102934","51.9%","3.0pp"
"Living Phone","W","C","419100","7.37","46479","10.80","57764","20.6%","53.2%","9814","50.4%","12679","52.0%","22493","51.3%","35130","54.3%","-3.1pp"
"Cynical Loner","B","U","133315","4.94","20695","6.85","82338","66.8%","53.2%","14734","55.9%","19908","54.2%","34642","54.9%","47595","51.9%","3.0pp"
"Moldering Gym // Weight Room","G","C","343487","5.10","52622","7.30","219483","69.8%","53.1%","38219","53.6%","54489","54.9%","92708","54.4%","126484","52.2%","2.1pp"
"Peer Past the Veil","RG","R","57423","4.85","9948","6.71","29832","49.8%","53.1%","4813","50.1%","6808","55.2%","11621","53.1%","18187","53.2%","-0.1pp"
"Come Back Wrong","B","R","24349","2.26","8876","2.44","45827","87.2%","53.1%","7763","53.1%","11550","58.4%","19313","56.3%","26337","50.8%","5.5pp"
"Fear of Lost Teeth","B","C","388209","6.24","50341","8.98","170269","56.8%","53.1%","29961","54.0%","41429","54.4%","71390","54.3%","98678","52.2%","2.1pp"
"Valgavoth, Terror Eater","B","M","9838","1.94","3985","1.89","17500","73.6%","53.0%","2626","52.6%","4525","56.2%","7151","54.9%","10224","51.8%","3.1pp"
"Cryptid Inspector","G","C","373478","5.88","50421","8.49","179012","59.4%","53.0%","30617","51.3%","44124","53.1%","74741","52.4%","104363","53.5%","-1.1pp"
"Unwilling Vessel","U","U","96481","3.53","22438","4.48","112185","84.8%","53.0%","19270","51.9%","29542","54.2%","48812","53.3%","63498","52.8%","0.5pp"
"Saw","","U","173540","7.11","21847","10.32","25792","19.6%","53.0%","4166","50.9%","5964","53.4%","10130","52.4%","15662","53.4%","-1.0pp"
"Ripchain Razorkin","R","C","425724","7.73","53120","11.13","63196","19.7%","53.0%","10110","50.4%","14979","54.5%","25089","52.8%","38206","53.1%","-0.2pp"
"Let's Play a Game","B","U","144734","5.49","20272","7.83","52264","43.5%","53.0%","8332","51.8%","13148","58.1%","21480","55.7%","30503","50.9%","4.8pp"
"Boilerbilges Ripper","R","C","427280","7.79","54932","11.10","64412","19.4%","52.9%","9859","51.0%","15573","54.3%","25432","53.0%","39002","52.9%","0.1pp"
"Murder","B","C","283896","4.19","45319","5.79","217252","80.9%","52.9%","36020","52.1%","55582","57.2%","91602","55.2%","124853","51.2%","4.0pp"
"Untimely Malfunction","R","U","159604","6.41","20023","9.49","31404","26.0%","52.8%","4911","51.3%","7046","54.0%","11957","52.9%","19446","52.8%","0.1pp"
"Daggermaw Megalodon","U","C","406376","6.65","51880","9.77","137765","44.3%","52.8%","23426","50.5%","36219","54.1%","59645","52.7%","78358","52.9%","-0.2pp"
"Fanatic of the Harrowing","B","C","412026","7.10","50458","10.19","111509","37.1%","52.8%","18427","53.4%","28194","55.9%","46621","54.9%","64533","51.3%","3.7pp"
"Expropriate","U","M","4860","4.78","672","6.93","975","24.4%","52.8%","151","","248","","399","","575","51.0%",""
"Vile Mutilator","B","U","106305","3.96","19525","5.16","87335","75.2%","52.8%","13078","52.2%","22330","56.6%","35408","55.0%","51664","51.3%","3.7pp"
"Frantic Strength","G","C","423718","7.65","49338","11.13","67053","22.6%","52.8%","10648","51.8%","15209","55.1%","25857","53.7%","41193","52.2%","1.6pp"
"Collected Company","G","M","2654","2.71","643","3.10","2173","57.2%","52.7%","384","","507","54.8%","891","54.9%","1284","51.3%","3.6pp"
"Cautious Survivor","G","C","410329","7.00","46997","10.39","86865","30.9%","52.7%","14147","51.2%","20260","53.3%","34407","52.4%","52389","52.8%","-0.4pp"
"Funeral Room // Awakening Hall","B","M","10659","2.10","4208","2.19","19680","78.2%","52.7%","3310","49.9%","5155","59.0%","8465","55.4%","11087","50.4%","5.0pp"
"Murky Sewer","","C","209929","6.68","33881","9.30","100278","49.7%","52.6%","18265","53.8%","25656","53.9%","43921","53.8%","56239","51.7%","2.2pp"
"Withering Torment","B","U","87735","3.07","20749","3.88","106776","87.5%","52.6%","18315","51.1%","27162","56.1%","45477","54.0%","60944","51.5%","2.5pp"
"Hedge Shredder","G","R","23805","2.29","8803","2.41","44322","85.2%","52.6%","7317","52.8%","10740","53.1%","18057","53.0%","26258","52.3%","0.7pp"
"Peculiar Lighthouse","","C","214951","7.09","37608","9.71","104476","46.1%","52.6%","18624","53.8%","26403","53.1%","45027","53.4%","59410","52.0%","1.4pp"
"Live or Die","B","U","95265","3.51","20683","4.41","99479","81.5%","52.6%","15748","51.3%","25838","57.6%","41586","55.2%","57325","50.5%","4.7pp"
"Erratic Apparition","U","C","400871","6.77","49738","9.88","127289","42.9%","52.5%","21691","51.2%","32298","53.8%","53989","52.7%","73404","52.4%","0.4pp"
"Horrid Vigor","G","C","415065","7.22","47555","10.64","81627","28.6%","52.5%","12782","51.8%","18539","54.5%","31321","53.4%","50279","51.9%","1.4pp"
"Valgavoth's Faithful","B","U","116615","4.30","18385","5.82","75865","69.7%","52.5%","13066","51.0%","18955","56.0%","32021","54.0%","43454","51.3%","2.7pp"
"Hushwood Verge","","R","54610","4.29","7956","6.36","21457","45.0%","52.4%","3862","53.4%","4894","53.1%","8756","53.3%","12685","51.8%","1.5pp"
"Shepherding Spirits","W","C","397576","6.27","43980","9.47","114646","43.5%","52.3%","19417","49.4%","27670","53.7%","47087","51.9%","67519","52.6%","-0.6pp"
"Friendly Teddy","","C","433069","7.80","56627","11.07","77007","22.6%","52.3%","13740","51.1%","17495","51.7%","31235","51.4%","45709","52.9%","-1.4pp"
"Shroudstomper","WB","U","126117","4.98","20668","6.57","66856","54.5%","52.3%","10170","51.8%","17058","57.1%","27228","55.1%","39523","50.3%","4.8pp"
"Soul Warden","W","M","3553","3.54","451","","1304","50.6%","52.3%","231","","296","","527","53.3%","772","51.7%","1.6pp"
"Resurrected Cultist","B","C","414912","7.20","47732","10.53","95139","33.5%","52.2%","16171","49.6%","23007","53.3%","39178","51.8%","55961","52.4%","-0.6pp"
"Malevolent Chandelier","","C","436908","8.32","58831","11.59","63025","17.8%","52.1%","9505","47.1%","16699","53.2%","26204","51.0%","36941","52.9%","-1.8pp"
"Etched Cornfield","","C","213165","6.80","31298","9.67","83662","44.6%","52.1%","15353","54.1%","19302","51.2%","34655","52.5%","48955","51.9%","0.6pp"
"Savior of the Small","W","U","114593","4.28","15325","5.99","58974","64.9%","52.1%","9599","49.7%","13482","51.6%","23081","50.8%","35887","52.8%","-2.0pp"
"Infernal Phantom","R","U","131717","4.89","20389","6.74","70659","58.5%","52.1%","11331","50.0%","16713","52.2%","28044","51.3%","42641","52.6%","-1.2pp"
"Miasma Demon","B","U","128275","4.87","17888","6.73","61369","58.3%","52.1%","9445","51.1%","15648","54.8%","25093","53.4%","36078","51.1%","2.3pp"
"Fear of Infinity","UB","U","124888","4.81","21159","6.50","73618","59.2%","52.0%","12503","52.8%","19557","54.9%","32060","54.1%","41673","50.5%","3.6pp"
"Ghostly Keybearer","U","U","114644","4.27","20134","5.67","82827","70.1%","52.0%","13756","50.1%","22554","54.6%","36310","52.9%","46706","51.3%","1.6pp"
"Rite of the Moth","WB","U","126822","5.04","19925","6.67","64774","55.2%","52.0%","10484","51.1%","16415","56.8%","26899","54.5%","37530","50.0%","4.6pp"
"Rip, Spawn Hunter","WG","R","36195","3.42","7198","4.12","26021","61.3%","52.0%","4392","52.6%","6043","54.6%","10435","53.8%","15587","50.6%","3.1pp"
"Spectral Snatcher","B","C","392664","6.31","46955","9.33","150750","54.2%","51.9%","25968","50.0%","37588","54.1%","63556","52.4%","87044","51.5%","0.9pp"
"Defiled Crypt // Cadaver Lab","B","U","109874","4.06","21500","5.30","88292","70.4%","51.9%","14209","49.9%","22601","55.9%","36810","53.6%","51010","50.5%","3.1pp"
"Creeping Peeper","U","C","390737","6.36","53067","9.15","160962","51.3%","51.8%","27786","51.3%","40140","51.7%","67926","51.5%","93014","52.1%","-0.5pp"
"Gloomlake Verge","","R","52824","4.21","8484","6.09","24441","48.5%","51.8%","4509","53.3%","6411","54.1%","10920","53.8%","13478","50.3%","3.5pp"
"Attack-in-the-Box","","U","174851","7.14","20239","10.56","24035","19.8%","51.8%","4086","49.0%","5380","51.4%","9466","50.3%","14559","52.7%","-2.3pp"
"Emerge from the Cocoon","W","C","389543","6.38","46383","9.33","101540","36.8%","51.8%","15876","50.4%","26123","56.4%","41999","54.1%","58864","50.0%","4.1pp"
"Bedhead Beastie","R","C","418792","7.22","51629","10.58","89589","28.9%","51.7%","15051","48.9%","21267","52.4%","36318","50.9%","53380","52.3%","-1.4pp"
"Derelict Attic // Widow's Walk","B","C","397466","6.58","43987","9.87","93218","35.9%","51.7%","16128","51.2%","23641","54.8%","39769","53.3%","53141","50.5%","2.8pp"
"Neglected Manor","","C","208587","6.54","30493","9.34","86269","47.5%","51.6%","15642","52.8%","21334","53.1%","36976","53.0%","49092","50.6%","2.4pp"
"Keys to the House","","U","166413","6.25","22555","9.13","51813","38.6%","51.6%","9614","50.2%","12664","51.9%","22278","51.2%","29524","52.0%","-0.8pp"
"Possessed Goat","W","C","405352","6.93","41189","10.40","63522","25.9%","51.6%","11460","52.9%","14618","51.3%","26078","52.0%","37295","51.3%","0.7pp"
"Bear Trap","","C","435002","8.12","49964","11.70","33415","11.1%","51.6%","5658","50.8%","8079","52.0%","13737","51.5%","19662","51.6%","-0.1pp"
"Anthropede","G","C","419679","7.41","45486","10.97","54850","20.2%","51.5%","8766","48.0%","13109","51.8%","21875","50.3%","32974","52.3%","-2.0pp"
"Shrewd Storyteller","WG","U","133988","5.40","16488","7.71","45911","47.1%","51.5%","7772","52.0%","9942","50.1%","17714","50.9%","27966","51.6%","-0.7pp"
"Cursed Recording","R","R","63981","5.55","10357","7.72","12232","19.9%","51.5%","2052","50.2%","3170","50.4%","5222","50.3%","7007","52.3%","-2.0pp"
"Cracked Skull","B","C","421196","7.70","48135","11.19","51149","17.9%","51.4%","8377","49.9%","13222","53.5%","21599","52.1%","29457","50.8%","1.3pp"
"Hallowed Haunting","W","M","2046","2.33","646","2.41","2657","71.2%","51.3%","479","","669","53.5%","1148","52.4%","1513","50.6%","1.7pp"
"Intruding Soulrager","UR","U","161859","6.80","23977","9.29","48693","34.3%","51.3%","8368","51.6%","12943","54.0%","21311","53.0%","27413","50.0%","3.0pp"
"Clammy Prowler","U","C","417815","7.40","47796","10.92","61258","21.5%","51.2%","9730","48.5%","15809","52.7%","25539","51.1%","35764","51.2%","-0.1pp"
"Killer's Mask","B","U","153938","6.08","17517","9.06","33619","32.5%","51.1%","5671","50.3%","8159","52.1%","13830","51.3%","19742","51.0%","0.3pp"
"Marvin, Murderous Mimic","","R","57131","4.73","6764","7.35","12009","29.8%","51.1%","2126","48.5%","2605","51.5%","4731","50.2%","7266","51.7%","-1.5pp"
"Scrabbling Skullcrab","U","U","130938","5.14","21475","6.91","72749","58.0%","51.0%","12706","50.5%","19347","52.3%","32053","51.6%","40713","50.5%","1.1pp"
"Appendage Amalgam","B","C","398308","6.53","42681","9.79","112403","44.7%","51.0%","19332","50.2%","27657","52.5%","46989","51.5%","65280","50.6%","1.0pp"
"Baseball Bat","WG","U","140341","5.72","18389","8.03","43304","39.9%","51.0%","7110","48.9%","9256","52.4%","16366","50.9%","26938","51.0%","-0.1pp"
"Haunted Screen","","U","156186","5.87","18697","8.80","40022","36.2%","50.9%","7153","50.4%","10151","53.4%","17304","52.2%","22750","49.9%","2.3pp"
"Pyroclasm","R","U","145887","5.71","19554","8.16","39475","34.1%","50.8%","6913","50.4%","9793","53.9%","16706","52.5%","22738","49.6%","2.8pp"
"Skullsnap Nuisance","UB","U","148943","5.99","20204","8.44","48888","41.3%","50.7%","8440","52.0%","13247","52.5%","21687","52.3%","27149","49.4%","2.9pp"
"Enter the Enigma","U","C","430390","8.04","50322","11.59","28530","9.5%","50.7%","4508","46.4%","7266","53.4%","11774","50.7%","16768","50.7%","-0.0pp"
"Nashi, Searcher in the Dark","UB","R","42006","3.84","8438","4.78","24959","50.8%","50.7%","4301","54.9%","6744","52.4%","11045","53.4%","13897","48.6%","4.8pp"
"Kona, Rescue Beastie","G","R","26901","2.55","6318","2.84","28655","78.8%","50.7%","4838","49.0%","6786","51.3%","11624","50.4%","17025","50.8%","-0.5pp"
"Fear of Failed Tests","U","U","150165","6.03","17275","9.14","30750","30.0%","50.7%","4778","49.6%","8036","51.8%","12814","51.0%","17999","50.4%","0.6pp"
"Charred Foyer // Warped Space","R","M","15075","2.92","4224","3.27","17155","69.6%","50.6%","2861","48.2%","4287","51.0%","7148","49.9%","9989","50.9%","-1.0pp"
"Dashing Bloodsucker","B","U","140830","5.36","18295","7.66","54674","51.2%","50.5%","8864","51.3%","14339","53.1%","23203","52.4%","31486","49.1%","3.3pp"
"Demonic Counsel","B","R","62612","5.45","7400","8.42","4292","9.8%","50.3%","687","47.5%","1043","54.2%","1730","51.5%","2532","49.4%","2.1pp"
"Smoky Lounge // Misty Salon","UR","U","136932","5.53","27096","6.96","78171","49.4%","50.2%","13317","50.1%","21600","55.3%","34917","53.3%","42491","47.6%","5.7pp"
"Balemurk Leech","B","C","398981","6.70","43246","9.95","98946","38.9%","50.2%","17419","49.6%","24421","51.0%","41840","50.4%","56996","49.9%","0.5pp"
"Enduring Tenacity","B","R","33063","3.07","6345","3.77","24196","66.0%","49.9%","3942","47.4%","6211","54.0%","10153","51.5%","13998","48.7%","2.8pp"
"Fear of the Dark","B","C","408978","7.06","40566","10.73","65895","27.6%","49.8%","10156","48.4%","16988","52.3%","27144","50.8%","38856","49.0%","1.8pp"
"Unwanted Remake","W","U","145917","5.55","13164","8.76","23465","30.3%","49.8%","3757","46.2%","5410","48.7%","9167","47.6%","14286","51.2%","-3.6pp"
"Victor, Valgavoth's Seneschal","WB","R","36900","3.46","7592","4.17","25104","57.2%","49.7%","4219","49.4%","6507","51.8%","10726","50.9%","14359","48.7%","2.2pp"
"Give In to Violence","B","C","427555","8.01","43505","11.83","27468","10.6%","49.6%","4315","48.5%","6619","51.7%","10934","50.4%","16481","48.9%","1.5pp"
"Meathook Massacre II","B","M","16478","3.06","3379","3.65","10495","53.9%","49.4%","1640","44.6%","2779","52.6%","4419","49.6%","6020","49.5%","0.1pp"
"Central Elevator // Promising Stairs","U","R","52841","4.77","9279","6.36","21107","39.1%","49.2%","3436","46.8%","6062","54.6%","9498","51.8%","11648","47.1%","4.7pp"
"Rampaging Soulrager","R","C","428044","8.08","52766","11.44","63683","20.3%","49.1%","10702","46.7%","16272","51.0%","26974","49.3%","36752","49.0%","0.3pp"
"Walk-In Closet // Forgotten Cellar","G","M","25400","4.58","3363","6.70","4468","22.6%","49.1%","698","47.1%","1183","52.4%","1881","50.5%","2574","48.2%","2.3pp"
"Greenhouse // Rickety Gazebo","G","U","153032","6.13","17900","9.10","26605","25.2%","48.5%","4483","46.4%","6575","51.9%","11058","49.6%","15430","47.7%","1.9pp"
"Maddening Hex","R","M","3712","3.74","701","4.71","2096","50.9%","48.5%","334","","443","","777","47.7%","1320","48.9%","-1.2pp"
"Winter, Misanthropic Guide","BRG","R","60583","5.28","7754","7.90","8900","19.3%","48.4%","1468","47.4%","2223","49.6%","3691","48.7%","5203","48.2%","0.5pp"
"Noxious Revival","G","M","4265","4.09","525","5.99","1080","35.6%","48.3%","154","","275","","429","","650","52.8%",""
"Cackling Slasher","B","C","427050","8.05","40623","12.06","19349","8.0%","47.7%","3042","44.8%","4743","47.5%","7785","46.4%","11552","48.6%","-2.1pp"
"The Tale of Tamiyo","U","R","68300","6.02","8344","9.15","1428","2.9%","47.0%","250","","349","","599","48.2%","826","46.0%","2.2pp"
"Doomsday Excruciator","B","R","57273","4.91","7012","7.47","8094","19.6%","46.8%","1168","40.7%","2002","45.6%","3170","43.8%","4890","48.9%","-5.1pp"
"Marina Vendrell","WUBRG","R","66031","5.66","9478","8.18","7150","12.7%","45.1%","1128","45.7%","1934","52.1%","3062","49.7%","4091","41.7%","8.0pp"
"Dazzling Theater // Prop Room","W","R","50245","4.67","5598","7.19","6344","19.4%","45.0%","1024","36.9%","1439","41.3%","2463","39.5%","3870","48.4%","-8.9pp"
"Grievous Wound","B","R","56938","5.26","6167","8.34","4040","11.1%","44.4%","632","42.4%","997","44.3%","1629","43.6%","2399","44.9%","-1.4pp"
"Leyline of Resonance","R","R","64600","5.82","7612","9.11","738","1.6%","43.9%","1","","165","","166","","572","46.0%",""
"Leyline of the Void","B","R","69012","6.04","7755","9.46","545","1.2%","41.1%","0","","129","","129","","414","",""
"Leyline of Hope","W","R","66877","5.95","7590","9.40","603","1.3%","40.6%","0","","125","","125","","477","",""
"Leyline of Transformation","U","R","73140","6.46","8975","9.89","229","0.4%","","1","","58","","59","","168","",""
"Marina Vendrell's Grimoire","U","R","71354","6.30","8776","9.63","498","0.9%","","83","","151","","234","","264","",""
"Leyline of Mutation","G","R","74592","6.59","9399","9.96","53","0.1%","","0","","14","","14","","39","",""
"Sacrifice","B","M","5196","5.12","547","8.10","215","6.7%","","40","","50","","90","","125","",""
